BookName,Title,Author,ImageBook,CategoryId,ISBN,PublishedDate
"The World's History: Oceania, Eastern Asia, and the Indian ocean","The World's History: Oceania, Eastern Asia, and the Indian ocean",Hans Ferdinand Helmolt,http://books.google.com/books/content?id=16M7YPfZ0w4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,World history,,1904
Spice Mill,Spice Mill,,http://books.google.com/books/content?id=jxwxAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1912
Statistical Register,Statistical Register,,http://books.google.com/books/content?id=-YYYAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Western Australia,,1918
An Official Guide to Eastern Asia: East Indies,An Official Guide to Eastern Asia: East Indies,Japan. Tetsudōin,http://books.google.com/books/content?id=uhBH99f2PnUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,East Asia,,1917
The Boston Cooking-School Cook Book,The Boston Cooking-School Cook Book,Fannie Merritt Farmer,http://books.google.com/books/content?id=UXkEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Cooking, American",,1912
Statistical Register,Statistical Register,,http://books.google.com/books/content?id=-YYYAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Western Australia,,1918
Annual Report,Annual Report,Javasche Bank,http://books.google.com/books/content?id=ByM7qDWMDisC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Banks and banking,,1914
Handbook of the Netherlands East Indies,Handbook of the Netherlands East Indies,"Dutch East Indies. Departement van Landbouw, Nijverheid en Handel. Afdeeling Handel",http://books.google.com/books/content?id=e-NAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Indonesia,,1916
"The China Review, Or, Notes and Queries on the Far East","The China Review, Or, Notes and Queries on the Far East",,http://books.google.com/books/content?id=ordAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,China,,1876
The London and China Telegraph,The London and China Telegraph,,http://books.google.com/books/content?id=_RG5q-96rWgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1885
Chemical Abstracts,Chemical Abstracts,,http://books.google.com/books/content?id=HoZMAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Chemistry,,1918
the american cyclopaedia a popular dictionary of general knowledge,the american cyclopaedia a popular dictionary of general knowledge,george ripley,http://books.google.com/books/content?id=eRYCvj9kdbIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1874
The Americas,The Americas,,http://books.google.com/books/content?id=F27UAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1919
Eastern Commerce,Eastern Commerce,,http://books.google.com/books/content?id=kDpBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1918
The Chemist and Druggist,The Chemist and Druggist,,http://books.google.com/books/content?id=xGY-AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Chemistry,,1911
Visual J++,Visual J++,Charles A. Wood,http://books.google.com/books/content?id=ZIOaj25oKXoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,0761508147,1996
A Bibliography of Foreign Missions,A Bibliography of Foreign Missions,Edwin Munsell Bliss,http://books.google.com/books/content?id=fWxEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Missions,,1891
Gardeners' Chronicle,Gardeners' Chronicle,,http://books.google.com/books/content?id=ReBIAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Gardening,,1915
Captain Java,Captain Java,"Lily Adams Beck, Louis Moresby",http://books.google.com/books/content?id=7UEPAAAAQAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1928
Proceedings of the Annual Convention - Indonesian Petroleum Association,Proceedings of the Annual Convention - Indonesian Petroleum Association,Indonesian Petroleum Association,http://books.google.com/books/content?id=HG1QAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Petroleum,,2005
Report,Report,Connecticut Agricultural Experiment Station,http://books.google.com/books/content?id=2pcbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1902
Annual Report of the Connecticut Agricultural Experiment Station for ...,Annual Report of the Connecticut Agricultural Experiment Station for ...,Connecticut Agricultural Experiment Station,http://books.google.com/books/content?id=GULaN0ekowwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1902
The illustrated history of the British empire in India and the East ... to the suppression of the Sepoy mutiny in 1859. With a continuation [by another author] to the end of 1878,The illustrated history of the British empire in India and the East ... to the suppression of the Sepoy mutiny in 1859. With a continuation [by another author] to the end of 1878,Edward Henry Nolan,http://books.google.com/books/content?id=olUOAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1878
Byte,Byte,,http://books.google.com/books/content?id=Oak_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Minicomputers,,1998
The Louisiana Planter and Sugar Manufacturer,The Louisiana Planter and Sugar Manufacturer,,http://books.google.com/books/content?id=beYoAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Sugar,,1907
Novitates Zoologicae,Novitates Zoologicae,,http://books.google.com/books/content?id=VmZBAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Zoology,,1896
"Colonial Administration, 1800-1900","Colonial Administration, 1800-1900",United States. Department of the Treasury. Bureau of Statistics,http://books.google.com/books/content?id=HuhgoBkrNLsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Colonies,,1903
American Sugar Industry,American Sugar Industry,,http://books.google.com/books/content?id=I_HmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Beet sugar industry,,1914
Sugar Cane and Its Culture,Sugar Cane and Its Culture,Franklin Sumner Earle,http://books.google.com/books/content?id=OO1aAAAAQAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sugar-cane,,1928
"The Naval History of Great Britain, from the Declaration of War by France in 1793, to the Accession of George IV","The Naval History of Great Britain, from the Declaration of War by France in 1793, to the Accession of George IV",William James,http://books.google.com/books/content?id=aww3AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Great Britain,,1886
The Mid-Pacific Magazine,The Mid-Pacific Magazine,,http://books.google.com/books/content?id=uRE6AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hawaii,,1928
Journal,Journal,Pan-Pacific Research Institution,http://books.google.com/books/content?id=i7YVAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Pacific Ocean,,1926
The American Journal of Science,The American Journal of Science,,http://books.google.com/books/content?id=tI4UAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Earth sciences,,1882
Sugar,Sugar,,http://books.google.com/books/content?id=ZARkjGKbWs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Sugar,,1918
Object Magazine,Object Magazine,,http://books.google.com/books/content?id=tkFVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computer software,,1997
Journal of the Department of Agriculture and Labor of Porto Rico,Journal of the Department of Agriculture and Labor of Porto Rico,,http://books.google.com/books/content?id=GyWKuoe2o0sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agriculture,,1920
"Schedule E. Duties on Sugar, Molasses, Sirups, Etc","Schedule E. Duties on Sugar, Molasses, Sirups, Etc",United States. Congress. Senate. Committee on Finance,http://books.google.com/books/content?id=IeQRAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Molasses,,1912
The Mid-Pacific Magazine ...,The Mid-Pacific Magazine ...,Alexander Hume Ford,http://books.google.com/books/content?id=fFVBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Hawaii,,1919
The Economist,The Economist,,http://books.google.com/books/content?id=NWIwT1wh4oQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1914
Indian Antiquary,Indian Antiquary,,http://books.google.com/books/content?id=URdCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,English periodicals,,1884
Journal of the Institution of Petroleum Technologist,Journal of the Institution of Petroleum Technologist,Institute of Petroleum (Great Britain),http://books.google.com/books/content?id=RwTyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Petroleum,,1925
Report on the Maritime Trade of Bengal,Report on the Maritime Trade of Bengal,Bengal (India). Customs Dept,http://books.google.com/books/content?id=bpM-AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1915
Supreme Court,Supreme Court,,http://books.google.com/books/content?id=MNXy1o7NQUAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
Lippincott's Gazetteer of the World,Lippincott's Gazetteer of the World,,http://books.google.com/books/content?id=R9zPRFeo8ZMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Gazetteers,,1880
Cassell's Illustrated History of India,Cassell's Illustrated History of India,James Grant,http://books.google.com/books/content?id=_8qDo58IVpYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,India,,1876
The Century Illustrated Monthly Magazine,The Century Illustrated Monthly Magazine,"Josiah Gilbert Holland, Richard Watson Gilder",http://books.google.com/books/content?id=W7XPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,American literature,,1897
Annual Report of the Missionary Society of the Methodist Episcopal Church,Annual Report of the Missionary Society of the Methodist Episcopal Church,Methodist Episcopal Church. Missionary Society,http://books.google.com/books/content?id=mk8xAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1922
Tropical Agriculturist,Tropical Agriculturist,,http://books.google.com/books/content?id=Se4nLmQFnFMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1909
Bulletin of the Bureau of Agricultural Intelligence and of Plant-Diseases,Bulletin of the Bureau of Agricultural Intelligence and of Plant-Diseases,,http://books.google.com/books/content?id=55ZPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agricultural societies,,1910
Regional Geography,Regional Geography,Preston Everett James,http://books.google.com/books/content?id=K7nVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Physical geography,,1929
Publication,Publication,,http://books.google.com/books/content?id=Wc8yAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Medicine,,1920
Report of the Royal Commission Appointed to Inquire Into the Recent Changes in the Relative Values of the Precious Metals,Report of the Royal Commission Appointed to Inquire Into the Recent Changes in the Relative Values of the Precious Metals,Great Britain. Royal Commission on Gold and Silver,http://books.google.com/books/content?id=m6Dv4Y_UP-IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1887
Rand McNally Pocket Atlas of the World,Rand McNally Pocket Atlas of the World,Rand McNally and Company,http://books.google.com/books/content?id=ofILAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Atlases,,1924
Proceedings of the United States Naval Institute,Proceedings of the United States Naval Institute,United States Naval Institute,http://books.google.com/books/content?id=5l4vAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Marine engineering,,1881
The Indian Social Reformer,The Indian Social Reformer,,http://books.google.com/books/content?id=54asZM1gHyUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Social sciences,,1925
Proceedings of the United States National Museum,Proceedings of the United States National Museum,United States National Museum,http://books.google.com/books/content?id=QbwWAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Anthropology,,1920
Louisiana Planter and Sugar Manufacturer,Louisiana Planter and Sugar Manufacturer,,http://books.google.com/books/content?id=lb5KAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1907
Notes from the Royal Zoological Museum,Notes from the Royal Zoological Museum,,http://books.google.com/books/content?id=UQ_WAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Natural history,,1911
The Statist,The Statist,,http://books.google.com/books/content?id=pEI_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1919
The Current Business Cyclopedia,The Current Business Cyclopedia,,http://books.google.com/books/content?id=2jcuAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Business,,1920
List of Serials Currently Received in the Library of the U. S. Department of Agriculture,List of Serials Currently Received in the Library of the U. S. Department of Agriculture,United States. Department of Agriculture. Library,http://books.google.com/books/content?id=oyQ7AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agriculture,,1922
Special Report Series,Special Report Series,,http://books.google.com/books/content?id=NQKaAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Medicine,,1925
Monograph of the Sea-snakes (Hydrophiidae),Monograph of the Sea-snakes (Hydrophiidae),Malcolm Arthur Smith,http://books.google.com/books/content?id=gMU9AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sea monsters,,1926
Facts about Sugar,Facts about Sugar,,http://books.google.com/books/content?id=QI0eAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sugar trade,,1923
Exporters' Encyclopaedia,Exporters' Encyclopaedia,,http://books.google.com/books/content?id=qihu3kpXbDsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Commerce,,1920
A History of the Orient,A History of the Orient,"George Nye Steiger, Henry Otley Beyer, Conrado O. Benitez",http://books.google.com/books/content?id=3qA2AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,East Asia,,1929
Sugar Central and Planters News,Sugar Central and Planters News,,http://books.google.com/books/content?id=Z-9NAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sugar,,1928
The Accountant,The Accountant,,http://books.google.com/books/content?id=NXMhAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Accounting,,1924
Compressed Air Magazine ...,Compressed Air Magazine ...,,http://books.google.com/books/content?id=nOM1AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1923
The Poultry Item,The Poultry Item,,http://books.google.com/books/content?id=o9BJAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Poultry,,1928
Agricultural News,Agricultural News,,http://books.google.com/books/content?id=G6GKNYDPvE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1904
Proceedings of the ... Annual Convention of the Association of Land-Grant Colleges and Universities,Proceedings of the ... Annual Convention of the Association of Land-Grant Colleges and Universities,"Association of Land-Grant Colleges and Universities. Convention, National Association of State Universities and Land-Grant Colleges",http://books.google.com/books/content?id=rkPOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agricultural education,,1927
"Report on Commerce, Industry and Agriculture in the Netherlands East Indies","Report on Commerce, Industry and Agriculture in the Netherlands East Indies","Dutch East Indies. Departement van Landbouw, Nijverheid en Handel. Afdeeling Handel",http://books.google.com/books/content?id=a0geAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1922
All about Tea,All about Tea,William Harrison Ukers,http://books.google.com/books/content?id=jMOK-k1IkgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,House & Home,,1935
Tropical Agriculture,Tropical Agriculture,,http://books.google.com/books/content?id=jUqO4KZFbVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agriculture,,1926
